Year;Month;Day;Incident code;Location start;Location end;Type of incident;Number of terrorists in attack force;Number of nationalities;First nationality of terrorists;Second nationality of terrorists;Third nationality of terrorists;Number of victims;Number of nationalities of victims;First victim's nationality;Second victim's nationality;Third victim's nationality;Number of US victims;Type of US victims;Type of immediate victims;Total individuals wounded;Terrorists wounded;Total number of individuals killed;Terrorists killed;Type of Weapon used;Terrorist logistical success;Number of Hostages;Escaped Hostages;Target of Demands 1;Target of Demands 2;Target of Demands 3;Number of Entities;Demands on Host Nation;Media Announcement;Political Change;Ransom demanded;Release Prisoners;Safe haven destination;Terrorist Negotiation Behavior;Sequential Release of Hostages;Passed Deadlines;Threats Carried Out;Terrorist Negotiation Success;Target Negotiator;Amount of Ransom Paid;Number of Prisoners Released;First hostage's fate;Second hostage's fate;Duration in Hours;Duration in Days;
1985;7;11;1;660;660;1;3;9;999;999;999;1;1;690;998;998;0;8;6;0;0;0;0;4;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;1;0;0;9;9;0;0;1;98;98;1;
1985;7;13;2;265;265;9;2;9;999;999;999;0;1;2;998;998;0;4;5;0;0;0;0;5;2;9999;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1985;7;15;1;551;551;1;99;1;540;998;998;12;1;551;998;998;0;8;5;0;0;0;0;9;6;12;0;999;999;999;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1985;7;30;1;780;781;10;99;1;780;998;998;999;1;750;998;998;0;8;5;0;0;0;0;9;6;2;2;998;998;998;0;2;0;2;0;0;2;8;0;0;0;8;8;0;998;8;98;0;998;
1985;7;30;2;541;541;1;99;1;541;998;998;2;1;200;998;998;0;8;5;0;0;0;0;9;6;2;0;200;205;998;2;2;0;2;0;0;2;9;1;0;0;9;3;0;998;1;98;98;46;
1985;7;30;3;541;541;1;99;1;541;998;998;2;1;325;998;998;0;8;7;0;0;0;0;9;6;2;0;325;998;998;1;2;0;2;0;0;2;9;1;0;0;9;3;0;998;1;98;98;46;
1985;8;7;1;100;130;1;15;2;100;130;998;1;1;130;998;998;0;8;5;1;0;8;7;4;5;1;0;100;130;998;2;1;0;1;500;8;1;5;0;8;0;3;1;0;0;11;98;98;26;
1985;8;8;4;660;660;1;99;9;999;999;999;1;1;20;998;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;9;9;0;2;0;0;9;9;9;9;9;9;9;0;998;1;98;98;1;
1985;8;12;2;220;220;2;1;1;615;998;998;2;1;220;998;998;0;8;7;1;0;1;1;3;5;1;0;220;998;998;1;1;0;2;0;0;1;9;0;0;0;3;1;0;998;14;98;5;998;
1985;8;16;3;100;100;1;6;1;100;998;998;2;1;2;998;998;1;4;5;0;0;0;0;4;6;1;0;7;998;998;0;9;0;2;0;0;2;9;9;9;9;9;9;9999;999;99;98;98;999;
1985;8;19;1;660;660;1;1;1;999;998;998;1;1;225;998;998;0;8;2;0;0;0;0;4;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;0;0;1;98;98;2;
1985;9;10;1;92;92;1;8;1;92;998;998;5;1;92;998;998;0;8;7;1;0;1;0;4;6;2;0;92;998;998;1;1;0;2;0;34;2;4;1;0;0;1;1;0;118;2;98;98;44;
1985;9;11;2;660;660;1;3;9;999;999;999;2;1;235;998;998;0;8;2;0;0;0;0;4;5;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;8;98;99;999;
1985;9;11;4;660;660;1;99;9;999;999;999;1;1;325;998;998;0;8;9;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;3;99;99;999;
1985;9;12;1;660;660;1;99;9;999;999;999;2;1;20;998;998;0;8;2;0;0;0;0;4;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1985;9;13;1;770;770;1;7;9;999;999;999;4;1;710;998;998;0;8;5;0;0;0;0;4;6;4;0;999;999;999;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1985;9;25;3;352;352;10;3;3;652;663;200;3;1;666;998;998;0;8;7;0;0;3;0;5;5;2;0;666;352;998;2;1;0;2;0;17;2;2;0;1;0;3;1;0;0;12;98;10;998;
1985;9;26;2;660;660;1;3;9;999;999;999;2;1;200;998;998;0;8;5;0;0;0;0;4;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;98;13;
1985;9;30;1;660;660;1;99;1;660;998;998;2;1;365;998;998;0;8;2;0;0;0;0;4;6;2;0;365;651;2;3;2;0;1;0;0;2;4;1;8;1;3;6;0;998;9;1;98;30;
1985;9;30;2;660;660;1;99;1;660;998;998;2;1;365;998;998;0;8;2;0;0;1;0;4;6;2;0;365;651;2;3;2;0;1;0;0;2;4;1;8;0;3;6;0;998;13;1;98;30;
1985;9;30;5;660;660;1;99;1;660;998;998;1;1;999;998;998;0;8;5;0;0;0;0;4;6;1;0;998;998;998;0;9;0;2;0;0;2;9;1;0;0;3;8;0;998;14;98;4;998;
1985;10;5;3;100;100;1;99;1;100;998;998;4;1;2;998;998;4;5;7;0;0;0;0;9;6;4;1;999;998;998;1;9;0;2;13;0;2;9;1;9;0;3;9;0;998;1;98;98;29;
1985;10;7;5;651;651;10;4;1;667;998;998;447;11;2;325;255;12;5;7;2;0;1;0;4;6;447;1;666;651;998;2;1;0;2;0;50;1;1;1;8;1;1;1;0;0;13;1;52;998;
1985;10;10;1;645;645;1;99;1;646;998;998;2;1;365;998;998;0;8;5;0;0;0;0;9;6;2;0;645;998;998;1;1;0;2;0;999;2;9;9;9;9;9;1;9999;999;99;99;99;999;
1985;10;15;4;135;135;1;5;1;135;998;998;1;1;230;998;998;0;8;5;2;2;0;0;5;5;1;0;999;998;998;9;9;9;9;9999;999;9;9;0;9;0;9;9;0;0;14;98;98;6;
1985;10;24;1;660;660;1;4;9;999;999;999;4;2;660;220;998;0;8;5;0;0;0;0;4;6;4;0;999;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;99;998;
1985;10;25;1;541;541;1;99;1;541;998;998;2;2;235;541;998;0;8;7;0;0;2;0;4;6;2;0;999;999;999;9;9;9;9;9999;999;9;9;0;9;9;9;9;0;0;3;98;98;999;
1985;10;29;1;660;660;1;3;1;660;998;998;2;1;999;998;998;0;8;5;0;0;0;0;4;6;2;0;660;998;998;1;1;0;2;0;999;2;9;1;9;0;2;1;0;6;2;98;98;5;
1985;10;99;1;750;750;9;5;1;750;998;998;999;99;999;999;999;0;8;7;0;0;0;0;9;9;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1985;11;6;1;100;100;2;50;4;100;93;40;300;1;100;998;998;0;8;1;999;99;115;41;4;5;300;0;100;998;998;1;1;6;2;0;0;2;2;1;9;0;3;1;0;998;11;14;27;998;
1985;11;10;1;500;500;9;1;1;500;998;998;49;2;500;255;998;0;8;7;0;0;0;0;3;6;48;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;98;2;
1985;11;14;2;92;92;1;99;1;92;998;998;12;99;92;999;999;0;8;5;0;0;0;0;9;6;12;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1985;11;20;1;660;660;1;99;9;999;999;999;2;99;999;999;999;0;8;5;0;0;0;0;4;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;9999;999;1;98;3;998;
1985;11;23;1;350;338;9;3;1;651;998;998;98;14;651;840;350;3;5;7;26;1;61;2;5;5;95;0;12;338;998;2;2;0;2;0;0;2;2;1;8;8;3;3;0;998;12;14;98;1;
1985;11;25;3;630;695;9;2;9;999;999;999;999;99;999;999;999;0;8;7;0;0;0;0;4;5;99;0;12;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;3;0;0;1;98;99;998;
1985;12;10;1;100;100;1;99;1;100;998;998;2;1;2;998;998;2;4;5;0;0;1;0;1;6;2;0;999;998;998;9;9;0;2;600;0;2;9;1;9;0;3;9;0;998;1;99;98;174;
1985;12;13;1;230;230;1;4;1;40;998;998;1;1;40;998;998;0;8;7;0;0;0;0;3;5;1;1;998;998;998;0;2;0;2;0;0;2;8;0;0;0;8;8;0;998;8;98;0;998;
1985;12;16;1;660;660;1;99;9;999;999;999;2;1;660;998;998;0;8;5;0;0;0;0;9;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;3;9;0;0;1;98;98;45;
1985;12;17;1;352;352;9;4;3;667;663;660;999;99;999;999;999;0;8;7;0;0;0;0;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1985;12;18;1;660;660;1;99;9;999;999;999;3;1;660;998;998;0;8;5;0;0;0;0;9;6;3;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1985;12;19;1;220;220;2;3;2;600;220;998;32;1;220;998;998;0;8;1;0;0;0;0;5;5;32;0;220;998;998;2;1;3;2;0;0;1;4;6;9;0;3;1;0;998;1;98;35;998;
1985;12;20;4;840;840;1;99;1;840;998;998;1;1;900;998;998;0;8;5;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1985;99;99;1;541;541;1;99;1;541;998;998;3;2;235;325;998;0;8;7;0;0;0;0;9;6;3;0;998;998;998;0;2;0;2;0;0;2;8;1;0;0;8;8;0;998;1;98;98;365;
1986;1;6;2;660;660;1;3;9;999;999;999;1;1;996;998;998;0;8;2;0;0;0;0;3;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;98;2;
1986;1;17;1;660;660;1;2;1;660;998;998;3;2;230;660;998;0;8;2;0;0;0;0;3;6;3;0;230;998;998;1;2;0;2;0;2;2;2;1;9;0;9;2;0;0;1;98;98;33;
1986;1;17;2;780;780;1;99;1;780;998;998;1;1;200;998;998;0;8;6;0;0;0;0;9;9;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;2;9999;999;99;99;99;999;
1986;1;23;3;255;255;9;3;1;620;998;998;999;99;375;999;999;0;8;7;0;0;0;0;9;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1986;1;31;1;660;660;1;5;1;660;998;998;1;1;732;998;998;0;8;2;0;0;0;0;4;6;1;0;732;998;998;1;2;0;2;10;0;2;2;1;9;0;9;5;10;998;2;98;98;633;
1986;2;16;1;770;770;1;99;9;999;999;999;2;2;620;770;998;0;8;5;0;0;0;0;9;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;2;25;1;660;660;1;99;9;999;999;999;3;1;667;998;998;0;8;7;0;0;0;0;9;6;3;0;998;998;998;9;9;9;9;9999;999;9;9;2;9;0;9;9;0;0;1;98;98;3;
1986;3;1;1;540;485;1;99;1;540;998;998;197;8;235;402;840;0;8;5;0;0;0;0;9;6;197;0;998;998;998;0;2;0;2;0;0;2;9;1;0;0;9;5;0;998;1;98;98;15;
1986;3;8;2;660;660;1;99;2;630;660;998;4;1;220;998;998;0;8;6;0;0;0;0;4;6;5;0;220;645;998;2;2;0;1;9998;7;2;4;3;8;0;1;5;50;2;2;1;98;629;
1986;3;8;3;220;220;2;2;9;999;999;999;3;1;591;998;998;0;8;2;0;0;0;0;9;5;3;0;998;998;998;9;9;9;9;9999;999;9;8;1;9;0;8;9;0;0;1;98;3;998;
1986;3;12;2;100;100;1;99;1;100;998;998;2;1;255;998;998;0;8;5;0;0;1;0;9;6;1;0;998;998;998;1;9;0;2;9998;0;2;2;0;9;8;3;9;0;998;3;98;98;177;
1986;3;14;2;541;541;1;99;1;541;998;998;2;2;325;235;998;0;8;7;0;0;0;0;9;9;2;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;3;18;2;660;660;1;99;1;660;998;998;1;1;999;998;998;0;8;7;0;0;0;0;9;9;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;3;22;1;219;219;1;5;1;219;998;998;998;1;255;998;998;0;8;7;0;0;0;0;9;6;9999;0;998;998;998;0;2;0;2;0;0;2;8;1;0;0;8;8;0;998;1;98;0;998;
1986;3;27;2;140;140;1;99;9;999;999;999;1;1;200;998;998;0;8;2;0;0;0;0;9;1;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1986;3;28;4;660;660;1;99;2;630;660;998;2;1;200;998;998;0;8;7;0;0;2;0;9;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;0;9;9;3;9;0;0;3;98;98;19;
1986;4;8;5;660;660;1;99;1;660;998;998;1;1;220;998;998;0;8;7;0;0;0;0;3;4;1;0;998;998;998;8;9;0;2;0;0;2;8;0;0;0;8;8;0;998;14;98;98;3;
1986;4;11;2;660;660;1;99;9;999;999;999;1;1;205;998;998;0;8;7;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;0;9;0;9;9;9999;999;1;99;97;997;
1986;4;17;3;90;90;1;99;9;999;999;999;2;1;2;998;998;2;5;7;0;0;0;0;3;9;2;0;998;998;998;0;2;0;2;0;0;2;8;1;0;0;8;8;0;998;1;98;0;998;
1986;4;17;9;660;660;1;4;1;660;998;998;1;1;200;998;998;0;8;6;0;0;0;0;3;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;4;24;2;660;660;1;4;9;999;999;999;2;2;660;690;998;0;8;6;0;0;0;0;3;6;2;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;4;28;2;660;660;1;99;1;667;998;998;2;1;352;998;998;0;8;7;0;0;0;0;4;6;2;0;352;998;998;1;2;0;2;0;1;2;2;1;9;0;2;2;0;1;2;98;98;54;
1986;5;7;1;660;660;1;2;1;660;998;998;2;1;220;998;998;0;8;7;0;0;0;0;3;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;98;187;
1986;5;7;2;660;660;1;99;1;660;998;998;1;1;660;998;998;0;8;7;0;0;0;0;9;6;1;0;660;998;998;1;1;0;2;0;997;2;2;1;9;0;9;1;0;0;1;98;98;169;
1986;5;12;3;660;660;1;99;9;999;999;999;1;1;305;998;998;0;8;2;0;0;0;0;9;4;1;1;998;998;998;0;2;0;2;0;0;2;8;0;0;0;8;8;0;998;8;98;0;998;
1986;5;13;1;660;660;1;99;9;999;999;999;1;1;750;998;998;0;8;2;1;0;0;0;9;6;1;0;998;998;998;8;2;0;2;0;0;2;8;1;9;0;8;8;0;998;1;98;99;998;
1986;5;19;1;155;155;2;4;1;155;998;998;3;1;2;998;998;3;4;6;0;0;0;0;3;6;3;0;12;998;998;1;2;4;2;0;0;2;8;1;0;0;8;8;0;998;1;98;1;998;
1986;5;20;2;660;660;1;99;1;630;998;998;5;1;660;998;998;0;8;5;0;0;0;0;9;6;5;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;998;1;98;99;998;
1986;5;24;1;660;660;1;99;9;999;999;999;1;1;660;998;998;0;8;5;0;0;0;0;4;4;1;1;998;998;998;0;2;0;2;0;0;2;8;0;0;0;8;8;0;998;8;98;0;998;
1986;6;4;1;840;840;1;99;9;999;999;999;1;1;325;998;998;0;8;7;0;0;0;0;9;9;1;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;9999;999;1;98;98;21;
1986;7;11;2;770;770;9;1;1;999;998;998;999;99;999;999;999;0;8;7;0;0;0;0;5;2;0;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1986;7;12;1;840;840;1;20;1;840;998;998;1;1;2;998;998;1;5;7;0;0;0;0;4;6;1;0;999;840;998;9;1;0;1;10;0;2;3;1;0;0;3;6;0;998;1;98;98;4;
1986;7;16;1;660;660;1;99;9;999;999;999;1;1;670;998;998;0;8;9;0;0;0;0;3;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;99;998;
1986;7;19;1;840;840;1;15;1;840;998;998;2;2;225;840;998;0;8;9;0;0;0;0;9;6;2;0;225;998;998;1;2;0;2;10;0;2;2;2;1;0;3;2;0;998;1;98;98;82;
1986;7;19;2;840;840;1;99;9;999;999;999;1;1;2;998;998;1;5;7;0;0;0;0;4;5;1;0;998;998;998;8;2;0;2;0;0;2;8;8;8;8;8;8;0;998;14;98;0;998;
1986;7;20;2;625;625;1;99;1;625;998;998;2;1;2;998;998;2;5;7;0;0;0;0;9;5;2;2;998;998;998;0;2;0;2;0;0;2;8;0;0;0;8;8;0;998;10;98;98;999;
1986;8;18;2;155;155;2;5;1;155;998;998;999;1;2;998;998;999;4;6;0;0;0;0;9;6;99;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;9999;999;1;98;99;998;
1986;8;27;2;352;352;1;99;1;645;998;998;1;1;645;998;998;0;8;9;0;0;0;0;9;6;1;0;645;998;998;1;2;0;2;0;2;2;2;9;9;9;3;9;0;0;99;98;98;999;
1986;8;31;2;765;765;1;99;1;750;998;998;22;1;765;998;998;0;8;5;0;0;0;0;9;6;22;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;9;5;1;770;770;9;4;3;667;660;652;399;9;770;2;200;45;5;7;102;0;29;0;5;4;399;0;998;998;998;2;1;0;2;0;4;2;2;0;8;0;3;1;0;0;11;8;16;998;
1986;9;8;2;220;220;2;11;1;646;998;998;9;1;645;998;998;0;8;5;0;0;0;0;5;3;9;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;98;2;998;
1986;9;9;3;660;660;1;99;1;667;998;998;1;1;2;998;998;1;4;5;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;0;9;9;9;9;9999;999;99;98;98;999;
1986;9;10;1;660;660;1;3;1;660;998;998;1;1;660;998;998;0;8;7;0;0;0;0;4;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;9;12;3;660;660;1;3;1;660;998;998;1;1;2;998;998;1;4;5;0;0;0;0;3;6;1;0;2;220;998;2;2;0;2;0;0;2;2;0;9;9;9;9;9999;999;99;98;98;999;
1986;9;24;1;660;660;1;99;1;660;998;998;1;1;220;998;998;0;8;9;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;9;26;1;660;660;1;99;9;999;999;999;1;1;200;998;998;0;8;6;0;0;0;0;3;4;1;1;998;998;998;8;2;9;9;9999;999;9;8;0;0;0;8;8;0;0;10;98;1;998;
1986;9;28;2;660;660;1;99;1;660;998;998;1;1;220;998;998;0;8;6;0;0;0;0;4;4;1;1;998;998;998;9;9;9;9;9999;999;9;8;0;0;0;8;8;0;0;10;98;98;3;
1986;9;99;1;660;660;1;99;9;999;999;999;1;1;325;998;998;0;8;9;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;10;2;1;630;630;1;99;1;645;998;998;1;1;645;998;998;0;8;2;0;0;0;0;4;6;1;0;999;999;999;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;10;20;2;115;999;9;99;1;115;998;998;999;2;210;115;998;0;8;7;0;0;0;0;9;6;99;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;99;99;99;999;
1986;10;21;2;660;660;1;99;1;660;998;998;1;1;2;998;998;1;5;7;0;0;0;0;9;6;1;0;998;998;998;9;9;9;9;9999;999;9;9;9;9;9;9;9;9999;999;1;99;99;997;
1986;10;22;4;840;840;1;99;1;840;998;998;4;2;840;732;998;0;8;5;0;0;1;0;4;6;4;0;840;998;998;1;1;0;2;9998;6;2;4;1;9;1;3;1;0;0;13;1;98;59;
1986;10;23;1;660;660;1;2;9;999;999;998;1;1;350;998;998;0;8;2;0;0;0;0;4;5;0;0;998;998;998;8;2;2;2;0;0;2;8;0;0;0;8;8;0;998;8;98;0;998;
1986;11;4;2;660;660;1;99;9;999;999;999;1;1;996;998;998;0;8;2;0;0;1;0;9;6;1;0;999;999;999;9;9;9;9;9999;999;9;9;0;9;9;9;9;9999;999;12;98;98;1;
1986;11;15;1;840;840;1;5;1;840;998;998;1;1;740;998;998;0;8;5;0;0;0;0;4;6;1;0;7;740;998;1;2;0;2;800;0;2;4;1;0;0;1;4;150;998;2;98;98;136;
1986;11;21;2;660;660;1;99;9;999;999;999;3;1;996;998;998;0;8;5;0;0;0;0;9;9;3;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;9;9;0;0;1;99;98;99;
1986;11;99;1;541;541;1;99;1;541;998;998;52;3;235;255;200;0;8;9;0;0;0;0;9;6;52;0;200;998;998;1;2;0;2;0;0;2;2;1;9;0;9;9;0;998;1;98;98;31;
1986;12;13;1;220;220;2;10;1;230;998;998;2;1;220;998;998;0;8;1;0;0;0;0;4;6;2;0;220;998;998;1;1;0;2;0;2;2;2;1;9;0;2;9;0;0;2;98;99;998;
1986;12;13;2;541;541;1;12;1;541;998;998;3;1;325;998;998;0;8;7;0;0;0;0;9;6;3;0;998;998;998;9;9;9;9;9999;999;9;9;1;9;0;3;9;0;0;1;98;98;111;
1986;12;25;3;645;670;9;4;1;645;998;998;107;5;645;651;663;0;8;7;32;0;65;0;5;4;103;0;12;998;998;1;2;0;2;0;0;2;8;0;0;0;8;8;0;998;3;10;1;998;
1986;12;27;2;530;530;1;99;1;530;998;998;23;2;530;325;998;0;8;5;0;0;0;0;9;6;23;0;998;998;998;0;2;0;2;0;0;2;9;2;0;0;8;2;0;998;1;98;98;62;
1987;1;2;1;541;541;1;99;1;541;999;999;999;1;235;999;999;0;8;7;0;0;0;0;9;6;9999;0;541;235;998;2;1;0;2;0;0;2;9;0;9;9;9;9;0;998;99;99;99;999;
1987;1;12;2;660;660;1;99;9;999;999;999;1;1;670;999;999;0;8;2;0;0;0;0;9;6;1;0;999;999;999;9;2;0;2;0;0;2;9;0;9;9;9;3;0;998;99;98;96;66;
1987;1;13;1;660;660;1;99;9;999;999;999;1;1;220;999;999;0;8;6;0;0;0;0;4;6;1;0;220;998;998;1;2;0;2;0;1;2;2;0;9;9;9;7;0;0;1;98;96;318;
1987;1;18;2;660;660;1;99;1;630;999;999;1;1;255;999;999;0;8;5;0;0;0;0;4;6;1;0;255;998;998;1;2;0;2;5000;2;2;2;0;9;9;1;7;0;0;99;98;96;999;
1987;1;20;1;660;660;1;99;1;630;999;999;1;1;255;999;999;0;8;5;0;0;0;0;9;6;1;0;255;7;998;2;2;0;2;9998;2;2;2;0;9;9;1;7;1000;0;2;98;96;220;
1987;1;20;2;660;660;1;99;1;630;999;999;1;1;200;999;999;0;8;6;0;0;0;0;9;6;1;0;9;999;999;9;2;0;2;1000;0;2;2;0;9;9;9;9;9998;998;99;98;96;999;
1987;1;23;1;520;520;1;60;1;520;999;999;1;1;220;999;999;0;8;7;0;0;0;0;9;6;10;0;220;999;999;9;9;0;2;0;0;2;2;0;9;9;9;2;0;998;1;98;96;14;
1987;1;24;2;660;660;1;99;1;630;999;999;4;1;2;999;999;4;5;7;0;0;0;0;4;6;4;0;2;255;998;2;2;0;9;0;400;2;2;0;8;0;9;6;0;0;99;99;96;999;
1987;1;26;5;660;660;1;99;1;660;999;999;1;1;670;999;999;0;8;7;0;0;0;0;4;6;1;0;998;998;998;8;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;25;
1987;1;28;2;660;660;1;99;9;999;999;999;1;1;225;999;999;0;8;7;0;0;0;0;9;6;1;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;998;
1987;1;30;2;660;660;1;2;9;999;999;999;3;2;2;200;999;2;1;2;0;0;0;0;9;5;2;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;14;98;99;998;
1987;2;3;1;352;352;1;99;1;667;999;999;2;2;2;200;999;1;1;2;0;0;0;0;9;9;2;0;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;99;98;99;999;
1987;2;6;1;660;660;1;99;9;999;999;999;1;1;667;999;999;0;8;7;0;0;0;0;9;6;1;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;1;
1987;2;6;2;660;660;2;99;9;999;999;999;1;1;663;999;999;0;8;2;0;0;0;0;9;6;9999;999;998;998;998;8;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;99;98;99;999;
1987;2;14;1;645;645;1;99;1;646;999;999;2;2;640;255;999;0;8;5;0;0;0;0;4;6;2;0;255;640;999;9;2;0;1;0;999;2;9;1;9;9;9;2;0;999;99;99;96;40;
1987;2;17;1;660;660;1;99;1;630;999;999;1;1;996;999;999;0;8;4;0;0;0;0;9;2;0;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;15;98;98;998;
1987;2;99;1;541;541;1;99;1;541;999;999;2;1;235;999;999;0;8;7;0;0;0;0;9;6;2;0;999;999;999;9;9;9;9;9999;999;9;9;0;9;9;9;9;0;0;99;99;96;999;
1987;3;10;2;100;100;1;4;1;100;999;999;2;2;20;100;999;0;8;5;0;0;0;0;4;6;1;0;999;999;999;9;9;9;9;9999;999;9;9;0;9;9;9;9;0;999;99;98;99;999;
1987;3;24;1;750;750;9;99;1;667;999;999;1;1;750;999;999;0;8;7;0;0;0;0;9;9;0;0;998;998;998;9;9;9;9;0;999;9;8;9;9;9;8;8;9999;998;98;98;99;999;
1987;3;29;2;645;645;1;99;1;645;999;999;1;1;640;999;999;0;8;5;0;0;0;0;9;6;0;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;79;
1987;4;9;2;645;645;1;99;1;646;999;999;1;1;640;999;999;0;8;7;0;0;0;0;9;6;1;0;640;998;998;1;2;2;2;9998;998;2;2;0;9;9;1;2;9998;0;1;99;99;999;
1987;4;18;1;660;660;1;99;1;630;999;999;2;1;996;999;999;0;8;4;0;0;0;0;4;6;2;0;998;998;998;8;2;0;2;0;0;2;8;1;9;9;8;8;0;998;1;98;99;0;
1987;4;20;1;660;660;1;99;1;660;999;999;1;1;630;999;999;0;8;2;0;0;0;0;9;6;1;0;9;998;998;1;2;0;2;0;1;2;2;0;9;9;3;9;0;0;99;98;99;999;
1987;4;30;5;541;541;1;99;1;541;999;999;1;1;235;999;999;0;8;7;0;0;0;0;9;6;1;1;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;10;98;96;999;
1987;5;1;1;640;630;1;99;1;646;999;999;12;1;640;999;999;0;8;7;0;0;0;0;9;6;12;0;999;999;999;9;9;9;9;9999;999;9;9;0;9;9;9;9;0;0;99;99;99;999;
1987;5;2;1;115;120;1;4;1;115;999;999;1;1;211;999;999;0;8;7;0;0;0;0;9;6;1;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;99;2;
1987;5;5;2;840;840;1;4;1;840;999;999;10;2;225;840;999;0;8;7;0;0;0;0;9;6;10;0;840;998;998;1;1;0;1;3;0;2;1;1;9;9;3;1;0;998;1;98;96;20;
1987;5;13;2;541;541;1;99;1;541;999;999;9;3;2;541;900;1;5;7;0;0;0;0;4;6;7;0;998;998;998;0;2;0;2;0;0;2;8;0;9;9;8;8;0;998;1;98;96;97;
